AvailabilityZone,BilledCost,BillingAccountId,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargePeriodEnd,ChargePeriodStart,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_ConsumptionModelId,x_CostType,x_Credits,x_CurrencyConversionRate,x_ExportTime,x_Labels,x_Location,x_Project,x_ProjectLabels,x_ServiceId,x_SubscriptionInstanceId,x_SystemLabels,x_Tags
,63.96,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-07 00:00:00,2026-05-06 00:00:00,33.160,hour,63.96,1.928830,63.96,78.46,2.366104,Standard,USD,1.928830,63.96,2.366104,33.160,hour,Google Cloud,Google Cloud,us-central1,Iowa,//container.googleapis.com/projects/acme-sandbox/locations/us-central1/clusters/cluster-0427,cluster-0427,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""risk-engine""}]",us-central1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-east4-a,94.55,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-07 00:00:00,2026-05-06 00:00:00,629.470,hour,94.55,0.150206,94.55,125.48,0.199342,Standard,USD,0.150206,94.55,0.199342,629.470,hour,Google Cloud,Google Cloud,us-east4,Northern Virginia,//compute.googleapis.com/projects/acme-payments-prod/zones/us-east4-a/instances/instance-0151,instance-0151,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""ledger""}]",us-east4,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-07 00:00:00,2026-05-06 00:00:00,22.410,hour,34.47,1.538153,34.47,55.59,2.480589,Committed,USD,1.538153,34.47,2.480589,22.410,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-data-prod/zones/us-central1-a/instances/instance-0907,instance-0907,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-21.12}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,13.98,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-07 00:00:00,2026-05-06 00:00:00,714719.070,hour,13.98,0.000020,13.98,0.00,0.000000,Standard,USD,0.000020,13.98,0.000000,714719.070,hour,Google Cloud,"Confluent, Inc.",us-central1,Iowa,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-sandbox/locations/us-central1/clusters/cluster-0535,cluster-0535,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,53.87,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-08 00:00:00,2026-05-07 00:00:00,59.970,hour,53.87,0.898282,53.87,62.27,1.038353,Standard,USD,0.898282,53.87,1.038353,59.970,hour,Google Cloud,Google Cloud,us-central1,Iowa,//cloudsql.googleapis.com/projects/acme-platform-prod/locations/us-central1/instances/instance-0406,instance-0406,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""api-gateway""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,122.22,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-08 00:00:00,2026-05-07 00:00:00,352.290,tebibyte,122.22,0.346930,122.22,144.10,0.409038,Standard,USD,0.346930,122.22,0.409038,352.290,tebibyte,Google Cloud,Google Cloud,us-central1,Iowa,//bigquery.googleapis.com/projects/acme-payments-prod/locations/us-central1/datasets/dataset-0109,dataset-0109,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",us-central1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,98.60,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-08 00:00:00,2026-05-07 00:00:00,695.580,second,98.60,0.141752,98.60,124.62,0.179160,Standard,USD,0.141752,98.60,0.179160,695.580,second,Google Cloud,Google Cloud,europe-west1,Belgium,//run.googleapis.com/projects/acme-payments-prod/locations/europe-west1/services/service-0452,service-0452,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",europe-west1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,8.63,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Storage Standard Storage EU,2026-05-08 00:00:00,2026-05-07 00:00:00,206.850,gibibyte month,8.63,0.041721,8.63,10.95,0.052937,Standard,USD,0.041721,8.63,0.052937,206.850,gibibyte month,Google Cloud,Google Cloud,us-central1,Iowa,//storage.googleapis.com/projects/acme-data-prod/locations/us-central1/buckets/bucket-0467,bucket-0467,Cloud Storage,E5F0-6A48-F9C1,E5F0-6A48-F9C1-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""api-gateway""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",95FF-2EF5-5EA1,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,27.44,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-08 00:00:00,2026-05-07 00:00:00,342.520,hour,27.44,0.080112,27.44,30.05,0.087732,Standard,USD,0.080112,27.44,0.087732,342.520,hour,Google Cloud,Google Cloud,europe-west1,Belgium,//cloudsql.googleapis.com/projects/acme-payments-prod/locations/europe-west1/instances/instance-0320,instance-0320,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,87.20,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-08 00:00:00,2026-05-07 00:00:00,617.880,hour,87.20,0.141128,87.20,95.91,0.155224,Standard,USD,0.141128,87.20,0.155224,617.880,hour,Google Cloud,Google Cloud,europe-west1,Belgium,//cloudsql.googleapis.com/projects/acme-platform-prod/locations/europe-west1/instances/instance-0290,instance-0290,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-08 00:00:00,2026-05-07 00:00:00,23.720,hour,24.49,1.032462,24.49,39.50,1.665261,Committed,USD,1.032462,24.49,1.665261,23.720,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-platform-prod/zones/us-central1-a/instances/instance-0903,instance-0903,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-platform-prod,Acme Platform Production,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-15.01}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,24.70,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-08 00:00:00,2026-05-07 00:00:00,78791.830,hour,24.70,0.000313,24.70,0.00,0.000000,Standard,USD,0.000313,24.70,0.000000,78791.830,hour,Google Cloud,"Confluent, Inc.",europe-west4,Netherlands,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-payments-prod/locations/europe-west4/clusters/cluster-0522,cluster-0522,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""api-gateway""}]",europe-west4,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,25.94,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-09 00:00:00,2026-05-08 00:00:00,706.620,tebibyte,25.94,0.036710,25.94,34.81,0.049263,Standard,USD,0.036710,25.94,0.049263,706.620,tebibyte,Google Cloud,Google Cloud,europe-west4,Netherlands,//bigquery.googleapis.com/projects/acme-sandbox/locations/europe-west4/datasets/dataset-0233,dataset-0233,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,35.73,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-09 00:00:00,2026-05-08 00:00:00,112.340,hour,35.73,0.318052,35.73,40.92,0.364251,Standard,USD,0.318052,35.73,0.364251,112.340,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//cloudsql.googleapis.com/projects/acme-platform-prod/locations/europe-west4/instances/instance-0136,instance-0136,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west4-a,101.10,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-09 00:00:00,2026-05-08 00:00:00,666.950,hour,101.10,0.151586,101.10,118.21,0.177240,Standard,USD,0.151586,101.10,0.177240,666.950,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//compute.googleapis.com/projects/acme-data-prod/zones/europe-west4-a/instances/instance-0249,instance-0249,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""api-gateway""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,137.17,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-09 00:00:00,2026-05-08 00:00:00,220.530,second,137.17,0.622002,137.17,155.38,0.704575,Standard,USD,0.622002,137.17,0.704575,220.530,second,Google Cloud,Google Cloud,europe-west4,Netherlands,//run.googleapis.com/projects/acme-data-prod/locations/europe-west4/services/service-0168,service-0168,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,63.53,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-09 00:00:00,2026-05-08 00:00:00,273.370,second,63.53,0.232396,63.53,72.16,0.263965,Standard,USD,0.232396,63.53,0.263965,273.370,second,Google Cloud,Google Cloud,asia-southeast1,Singapore,//run.googleapis.com/projects/acme-data-prod/locations/asia-southeast1/services/service-0184,service-0184,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",asia-southeast1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,5.12,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-09 00:00:00,2026-05-08 00:00:00,227.210,hour,5.12,0.022534,5.12,6.19,0.027244,Standard,USD,0.022534,5.12,0.027244,227.210,hour,Google Cloud,Google Cloud,europe-west1,Belgium,//container.googleapis.com/projects/acme-payments-prod/locations/europe-west1/clusters/cluster-0147,cluster-0147,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-09 00:00:00,2026-05-08 00:00:00,12.490,hour,19.73,1.579664,19.73,31.83,2.548439,Committed,USD,1.579664,19.73,2.548439,12.490,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-platform-prod/zones/us-central1-a/instances/instance-0909,instance-0909,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-platform-prod,Acme Platform Production,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-12.1}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,17.48,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-09 00:00:00,2026-05-08 00:00:00,798005.790,hour,17.48,0.000022,17.48,0.00,0.000000,Standard,USD,0.000022,17.48,0.000000,798005.790,hour,Google Cloud,"Confluent, Inc.",us-central1,Iowa,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-platform-prod/locations/us-central1/clusters/cluster-0529,cluster-0529,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,[],us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]",[]
,109.35,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-10 00:00:00,2026-05-09 00:00:00,551.490,second,109.35,0.198281,109.35,141.26,0.256142,Standard,USD,0.198281,109.35,0.256142,551.490,second,Google Cloud,Google Cloud,europe-west4,Netherlands,//run.googleapis.com/projects/acme-sandbox/locations/europe-west4/services/service-0136,service-0136,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west4-a,73.70,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-10 00:00:00,2026-05-09 00:00:00,27.500,hour,73.70,2.680000,73.70,89.89,3.268727,Standard,USD,2.680000,73.70,3.268727,27.500,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//compute.googleapis.com/projects/acme-data-prod/zones/europe-west4-a/instances/instance-0437,instance-0437,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,26.22,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Storage Standard Storage EU,2026-05-10 00:00:00,2026-05-09 00:00:00,405.430,gibibyte month,26.22,0.064672,26.22,31.69,0.078164,Standard,USD,0.064672,26.22,0.078164,405.430,gibibyte month,Google Cloud,Google Cloud,europe-west1,Belgium,//storage.googleapis.com/projects/acme-sandbox/locations/europe-west1/buckets/bucket-0449,bucket-0449,Cloud Storage,E5F0-6A48-F9C1,E5F0-6A48-F9C1-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,[],europe-west1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",95FF-2EF5-5EA1,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]",[]
