BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_Discounts,x_Operation,x_ServiceCode
5.12,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon DynamoDB WriteRequestUnits,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,227.210,WriteRequestUnits,5.12,0.022534,5.12,4419826371,Amazon Web Services EMEA SARL,6.19,0.027244,Standard,227.210,WriteRequestUnits,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:dynamodb:eu-west-1:222222222222:table/table-0147,table-0147,table,Databases,Amazon DynamoDB,NoSQL Databases,F5NQ8ZJVCT2XR6WD,WriteRequestUnits,F5NQ8ZJVCT2XR6WD.JRTCKXETXF,222222222222,Acme Payments Production,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""staging""}","{""Enterprise Discount Program"":1.07}",PutItem,AmazonDynamoDB
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,12.490,Hrs,19.73,1.579664,19.73,4419826371,Amazon Web Services EMEA SARL,31.83,2.548439,Committed,12.490,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:111111111111:instance/instance-0909,instance-0909,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""sandbox""}",{},RunInstances,AmazonEC2
17.48,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,798005.790,tokens,17.48,0.000022,17.48,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,798005.790,tokens,AWS,Anthropic,us-east-1,US East (N. Virginia),arn:aws:aws-marketplace:us-east-1:111111111111:model/model-0529,model-0529,model,AI and Machine Learning,,Generative AI,,,,111111111111,Acme Platform Production,Account,{},{},InvokeModelInference,
109.35,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AWS Lambda Lambda-GB-Second,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,551.490,seconds,109.35,0.198281,109.35,4419826371,Amazon Web Services EMEA SARL,141.26,0.256142,Standard,551.490,seconds,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:lambda:eu-central-1:444444444444:function/function-0136,function-0136,function,Compute,AWS Lambda,Serverless Compute,QKR2N6MTXH8VD4FC,Lambda-GB-Second,QKR2N6MTXH8VD4FC.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":31.91}",Invoke,AWSLambda
73.70,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,27.500,Hrs,73.70,2.680000,73.70,4419826371,Amazon Web Services EMEA SARL,89.89,3.268727,Standard,27.500,Hrs,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:ec2:eu-central-1:333333333333:instance/instance-0437,instance-0437,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""sandbox""}","{""Enterprise Discount Program"":16.19}",RunInstances,AmazonEC2
26.22,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Simple Storage Service TimedStorage-ByteHrs,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,405.430,GB-Mo,26.22,0.064672,26.22,4419826371,Amazon Web Services EMEA SARL,31.69,0.078164,Standard,405.430,GB-Mo,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:s3:eu-west-1:444444444444:bucket/bucket-0449,bucket-0449,bucket,Storage,Amazon Simple Storage Service,Object Storage,WMYPY7NCFQZK5D8H,TimedStorage-ByteHrs,WMYPY7NCFQZK5D8H.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,{},"{""Enterprise Discount Program"":5.47}",PutObject,AmazonS3
138.78,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Relational Database Service InstanceUsage:db.r5.large,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,563.770,Hrs,138.78,0.246164,138.78,4419826371,Amazon Web Services EMEA SARL,180.25,0.319723,Standard,563.770,Hrs,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:rds:ap-southeast-1:222222222222:db/db-0218,db-0218,db,Databases,Amazon Relational Database Service,Relational Databases,V9J2XQ4YRB6PS3TM,InstanceUsage:db.r5.large,V9J2XQ4YRB6PS3TM.JRTCKXETXF,222222222222,Acme Payments Production,Account,"{""team"":""data-eng"",""system"":""risk-engine"",""environment"":""sandbox""}","{""Enterprise Discount Program"":41.47}",CreateDBInstance:0002,AmazonRDS
103.91,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,342.570,GB,103.91,0.303325,103.91,4419826371,Amazon Web Services EMEA SARL,129.27,0.377354,Standard,342.570,GB,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:logs:us-east-1:333333333333:log-group/log-group-0295,log-group-0295,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""event-bus"",""environment"":""staging""}","{""Enterprise Discount Program"":25.36}",PutLogEvents,AmazonCloudWatch
72.56,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,627.740,GB,72.56,0.115589,72.56,4419826371,Amazon Web Services EMEA SARL,83.82,0.133527,Standard,627.740,GB,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:logs:eu-central-1:444444444444:log-group/log-group-0257,log-group-0257,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":11.26}",PutLogEvents,AmazonCloudWatch
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,22.920,Hrs,27.04,1.179756,27.04,4419826371,Amazon Web Services EMEA SARL,43.61,1.902705,Committed,22.920,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:111111111111:instance/instance-0906,instance-0906,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""staging""}",{},RunInstances,AmazonEC2
26.29,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,827622.540,tokens,26.29,0.000032,26.29,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,827622.540,tokens,AWS,Anthropic,eu-west-1,Europe (Ireland),arn:aws:aws-marketplace:eu-west-1:111111111111:model/model-0507,model-0507,model,AI and Machine Learning,,Generative AI,,,,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""sandbox""}",{},InvokeModelInference,
120.29,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Relational Database Service InstanceUsage:db.r5.large,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,358.760,Hrs,120.29,0.335294,120.29,4419826371,Amazon Web Services EMEA SARL,137.44,0.383097,Standard,358.760,Hrs,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:rds:eu-west-1:111111111111:db/db-0169,db-0169,db,Databases,Amazon Relational Database Service,Relational Databases,V9J2XQ4YRB6PS3TM,InstanceUsage:db.r5.large,V9J2XQ4YRB6PS3TM.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""sandbox""}","{""Enterprise Discount Program"":17.15}",CreateDBInstance:0002,AmazonRDS
78.14,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,283.390,GB,78.14,0.275733,78.14,4419826371,Amazon Web Services EMEA SARL,93.17,0.328770,Standard,283.390,GB,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:logs:ap-southeast-1:444444444444:log-group/log-group-0110,log-group-0110,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":15.03}",PutLogEvents,AmazonCloudWatch
119.01,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AWS Lambda Lambda-GB-Second,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,55.970,seconds,119.01,2.126318,119.01,4419826371,Amazon Web Services EMEA SARL,160.46,2.866893,Standard,55.970,seconds,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:lambda:eu-west-1:333333333333:function/function-0410,function-0410,function,Compute,AWS Lambda,Serverless Compute,QKR2N6MTXH8VD4FC,Lambda-GB-Second,QKR2N6MTXH8VD4FC.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""platform"",""system"":""api-gateway"",""environment"":""staging""}","{""Enterprise Discount Program"":41.45}",Invoke,AWSLambda
106.86,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,585.400,Hrs,106.86,0.182542,106.86,4419826371,Amazon Web Services EMEA SARL,117.07,0.199983,Standard,585.400,Hrs,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:ec2:ap-southeast-1:222222222222:instance/instance-0403,instance-0403,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,222222222222,Acme Payments Production,Account,"{""team"":""data-eng"",""system"":""event-bus"",""environment"":""production""}","{""Enterprise Discount Program"":10.21}",RunInstances,AmazonEC2
34.49,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,84.950,GB,34.49,0.406004,34.49,4419826371,Amazon Web Services EMEA SARL,38.74,0.456033,Standard,84.950,GB,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:logs:ap-southeast-1:444444444444:log-group/log-group-0368,log-group-0368,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""data-eng"",""system"":""risk-engine"",""environment"":""production""}","{""Enterprise Discount Program"":4.25}",PutLogEvents,AmazonCloudWatch
142.86,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AWS Lambda Lambda-GB-Second,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,440.400,seconds,142.86,0.324387,142.86,4419826371,Amazon Web Services EMEA SARL,172.21,0.391031,Standard,440.400,seconds,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:lambda:ap-southeast-1:333333333333:function/function-0269,function-0269,function,Compute,AWS Lambda,Serverless Compute,QKR2N6MTXH8VD4FC,Lambda-GB-Second,QKR2N6MTXH8VD4FC.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""security"",""system"":""event-bus"",""environment"":""production""}","{""Enterprise Discount Program"":29.35}",Invoke,AWSLambda
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,16.320,Hrs,23.32,1.428922,23.32,4419826371,Amazon Web Services EMEA SARL,37.62,2.305147,Committed,16.320,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:444444444444:instance/instance-0908,instance-0908,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""payments"",""system"":""ledger"",""environment"":""sandbox""}",{},RunInstances,AmazonEC2
22.87,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,94580.660,tokens,22.87,0.000242,22.87,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,94580.660,tokens,AWS,Anthropic,eu-central-1,Europe (Frankfurt),arn:aws:aws-marketplace:eu-central-1:333333333333:model/model-0510,model-0510,model,AI and Machine Learning,,Generative AI,,,,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""sandbox""}",{},InvokeModelInference,
92.90,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,70.790,Hrs,92.90,1.312332,92.90,4419826371,Amazon Web Services EMEA SARL,107.54,1.519141,Standard,70.790,Hrs,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:ec2:eu-central-1:444444444444:instance/instance-0202,instance-0202,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""payments"",""system"":""ledger"",""environment"":""staging""}","{""Enterprise Discount Program"":14.64}",RunInstances,AmazonEC2
11.54,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,190.550,GB,11.54,0.060562,11.54,4419826371,Amazon Web Services EMEA SARL,12.72,0.066754,Standard,190.550,GB,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:aws:logs:us-west-2:111111111111:log-group/log-group-0475,log-group-0475,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""production""}","{""Enterprise Discount Program"":1.18}",PutLogEvents,AmazonCloudWatch
27.14,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,71.590,Hrs,27.14,0.379103,27.14,4419826371,Amazon Web Services EMEA SARL,36.49,0.509708,Standard,71.590,Hrs,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:ec2:ap-southeast-1:222222222222:instance/instance-0235,instance-0235,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,222222222222,Acme Payments Production,Account,{},"{""Enterprise Discount Program"":9.35}",RunInstances,AmazonEC2
32.92,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Relational Database Service InstanceUsage:db.r5.large,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,140.420,Hrs,32.92,0.234440,32.92,4419826371,Amazon Web Services EMEA SARL,44.62,0.317761,Standard,140.420,Hrs,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:aws:rds:us-west-2:222222222222:db/db-0328,db-0328,db,Databases,Amazon Relational Database Service,Relational Databases,V9J2XQ4YRB6PS3TM,InstanceUsage:db.r5.large,V9J2XQ4YRB6PS3TM.JRTCKXETXF,222222222222,Acme Payments Production,Account,"{""team"":""security"",""system"":""api-gateway"",""environment"":""sandbox""}","{""Enterprise Discount Program"":11.7}",CreateDBInstance:0002,AmazonRDS
11.82,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,156.380,Hrs,11.82,0.075585,11.82,4419826371,Amazon Web Services EMEA SARL,14.39,0.092019,Standard,156.380,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:333333333333:instance/instance-0265,instance-0265,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":2.57}",RunInstances,AmazonEC2
23.75,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon DynamoDB WriteRequestUnits,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,49.550,WriteRequestUnits,23.75,0.479314,23.75,4419826371,Amazon Web Services EMEA SARL,29.19,0.589102,Standard,49.550,WriteRequestUnits,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:dynamodb:eu-central-1:111111111111:table/table-0404,table-0404,table,Databases,Amazon DynamoDB,NoSQL Databases,F5NQ8ZJVCT2XR6WD,WriteRequestUnits,F5NQ8ZJVCT2XR6WD.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""data-eng"",""system"":""risk-engine"",""environment"":""sandbox""}","{""Enterprise Discount Program"":5.44}",PutItem,AmazonDynamoDB
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,23.450,Hrs,29.74,1.268230,29.74,4419826371,Amazon Web Services EMEA SARL,47.97,2.045629,Committed,23.450,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:333333333333:instance/instance-0915,instance-0915,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""security"",""system"":""risk-engine"",""environment"":""staging""}",{},RunInstances,AmazonEC2
21.47,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,705465.060,tokens,21.47,0.000030,21.47,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,705465.060,tokens,AWS,Anthropic,ap-southeast-1,Asia Pacific (Singapore),arn:aws:aws-marketplace:ap-southeast-1:111111111111:model/model-0529,model-0529,model,AI and Machine Learning,,Generative AI,,,,111111111111,Acme Platform Production,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""staging""}",{},InvokeModelInference,
13.37,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,30.150,Hrs,13.37,0.443449,13.37,4419826371,Amazon Web Services EMEA SARL,18.47,0.612604,Standard,30.150,Hrs,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:ec2:eu-central-1:444444444444:instance/instance-0210,instance-0210,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":5.1}",RunInstances,AmazonEC2
103.59,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,135.090,GB,103.59,0.766822,103.59,4419826371,Amazon Web Services EMEA SARL,121.57,0.899919,Standard,135.090,GB,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:logs:eu-west-1:444444444444:log-group/log-group-0293,log-group-0293,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""payments"",""system"":""event-bus"",""environment"":""production""}","{""Enterprise Discount Program"":17.98}",PutLogEvents,AmazonCloudWatch
141.13,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Relational Database Service InstanceUsage:db.r5.large,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,396.520,Hrs,141.13,0.355922,141.13,4419826371,Amazon Web Services EMEA SARL,180.76,0.455866,Standard,396.520,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:rds:us-east-1:111111111111:db/db-0140,db-0140,db,Databases,Amazon Relational Database Service,Relational Databases,V9J2XQ4YRB6PS3TM,InstanceUsage:db.r5.large,V9J2XQ4YRB6PS3TM.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""risk-engine"",""environment"":""sandbox""}","{""Enterprise Discount Program"":39.63}",CreateDBInstance:0002,AmazonRDS
21.04,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,531.350,Hrs,21.04,0.039597,21.04,4419826371,Amazon Web Services EMEA SARL,24.80,0.046674,Standard,531.350,Hrs,AWS,"Amazon Web Services, Inc.",eu-west-1,Europe (Ireland),arn:aws:ec2:eu-west-1:222222222222:instance/instance-0121,instance-0121,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,222222222222,Acme Payments Production,Account,"{""team"":""payments"",""system"":""event-bus"",""environment"":""production""}","{""Enterprise Discount Program"":3.76}",RunInstances,AmazonEC2
