BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,CapacityReservationId,CapacityReservationStatus,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceDetails,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_AccountName,x_BilledCostInUsd,x_BillingProfileName,x_CostCenter,x_EffectiveCostInUsd,x_InvoiceSectionName,x_PublisherCategory,x_ResourceGroupName,x_SkuMeterCategory,x_SkuMeterName,x_SkuServiceFamily
21.18,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-07 00:00:00,2026-05-06 00:00:00,,,,,,,,689.740,100 RU/s Hours,21.18,0.030707,21.18,G019283746,Microsoft,25.26,0.036622,Standard,EUR,689.740,100 RU/s Hours,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0389,databaseaccounts-0389,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""payments"",""System"":""ledger"",""Environment"":""sandbox""}",Platform Production,23.09,Acme Corp Billing Profile,cc-2087,23.09,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
63.96,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-07 00:00:00,2026-05-06 00:00:00,,,,,,,,33.160,100 RU/s Hours,63.96,1.928830,63.96,G019283746,Microsoft,78.46,2.366104,Standard,EUR,33.160,100 RU/s Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0427,databaseaccounts-0427,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""security"",""System"":""risk-engine"",""Environment"":""sandbox""}",Development Sandbox,69.72,Acme Corp Billing Profile,cc-2087,69.72,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
94.55,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-07 00:00:00,2026-05-06 00:00:00,,,,,,,,629.470,Hours,94.55,0.150206,94.55,G019283746,Microsoft,125.48,0.199342,Standard,EUR,629.470,Hours,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0151,virtualmachines-0151,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""platform"",""System"":""ledger"",""Environment"":""production""}",Payments Production,103.06,Acme Corp Billing Profile,cc-2087,103.06,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-07 00:00:00,2026-05-06 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,22.410,Hours,34.47,1.538153,34.47,G019283746,Microsoft,55.59,2.480589,Committed,EUR,22.410,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0907,virtualmachines-0907,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""production""}",Data Analytics,0.00,Acme Corp Billing Profile,cc-2087,37.57,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
13.98,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-07 00:00:00,2026-05-06 00:00:00,,,,,,,,714719.070,Hours,13.98,0.000020,13.98,G019283746,Microsoft,0.00,0.000000,Standard,EUR,714719.070,Hours,Microsoft,Datadog,eastus,East US,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0535,monitors-0535,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""sandbox""}",Development Sandbox,15.24,Acme Corp Billing Profile,cc-2087,15.24,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
53.87,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,59.970,Hours,53.87,0.898282,53.87,G019283746,Microsoft,62.27,1.038353,Standard,EUR,59.970,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0406,databases-0406,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""platform"",""System"":""api-gateway"",""Environment"":""production""}",Platform Production,58.72,Acme Corp Billing Profile,cc-2087,58.72,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
122.22,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,352.290,GB,122.22,0.346930,122.22,G019283746,Microsoft,144.10,0.409038,Standard,EUR,352.290,GB,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0109,workspaces-0109,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""platform"",""System"":""event-bus"",""Environment"":""production""}",Payments Production,133.22,Acme Corp Billing Profile,cc-2087,133.22,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
98.60,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,695.580,GB Seconds,98.60,0.141752,98.60,G019283746,Microsoft,124.62,0.179160,Standard,EUR,695.580,GB Seconds,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0452,sites-0452,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""platform"",""System"":""event-bus"",""Environment"":""production""}",Payments Production,107.47,Acme Corp Billing Profile,cc-2087,107.47,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
8.63,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Blob Storage Hot LRS Data Stored,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,206.850,GB/Month,8.63,0.041721,8.63,G019283746,Microsoft,10.95,0.052937,Standard,EUR,206.850,GB/Month,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-storageaccounts/providers/microsoft.storage/storageaccounts/storageaccounts-0467,storageaccounts-0467,Microsoft.Storage/storageAccounts,Storage,Azure Blob Storage,Object Storage,DZH318Z0BNZ4,Hot LRS Data Stored,"{""MeterId"":""DZH318Z0BNZ4"",""TierMinimumUnits"":0}",DZH318Z0BNZ4/Hot-LRS-Data-Stored,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""api-gateway"",""Environment"":""production""}",Data Analytics,9.41,Acme Corp Billing Profile,cc-2087,9.41,Engineering,Microsoft,rg-acme-storageaccounts,Azure Blob Storage,Hot LRS Data Stored,Storage
27.44,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,342.520,Hours,27.44,0.080112,27.44,G019283746,Microsoft,30.05,0.087732,Standard,EUR,342.520,Hours,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0320,databases-0320,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""staging""}",Payments Production,29.91,Acme Corp Billing Profile,cc-2087,29.91,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
87.20,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,617.880,Hours,87.20,0.141128,87.20,G019283746,Microsoft,95.91,0.155224,Standard,EUR,617.880,Hours,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0290,databases-0290,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""production""}",Platform Production,95.05,Acme Corp Billing Profile,cc-2087,95.05,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,23.720,Hours,24.49,1.032462,24.49,G019283746,Microsoft,39.50,1.665261,Committed,EUR,23.720,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0903,virtualmachines-0903,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""platform"",""System"":""event-bus"",""Environment"":""staging""}",Platform Production,0.00,Acme Corp Billing Profile,cc-2087,26.69,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
24.70,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-08 00:00:00,2026-05-07 00:00:00,,,,,,,,78791.830,Hours,24.70,0.000313,24.70,G019283746,Microsoft,0.00,0.000000,Standard,EUR,78791.830,Hours,Microsoft,Datadog,northeurope,North Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0522,monitors-0522,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""security"",""System"":""api-gateway"",""Environment"":""sandbox""}",Payments Production,26.92,Acme Corp Billing Profile,cc-2087,26.92,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
25.94,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,706.620,GB,25.94,0.036710,25.94,G019283746,Microsoft,34.81,0.049263,Standard,EUR,706.620,GB,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0233,workspaces-0233,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""security"",""System"":""risk-engine"",""Environment"":""production""}",Development Sandbox,28.27,Acme Corp Billing Profile,cc-2087,28.27,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
35.73,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,112.340,Hours,35.73,0.318052,35.73,G019283746,Microsoft,40.92,0.364251,Standard,EUR,112.340,Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0136,databases-0136,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""sandbox""}",Platform Production,38.95,Acme Corp Billing Profile,cc-2087,38.95,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
101.10,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,666.950,Hours,101.10,0.151586,101.10,G019283746,Microsoft,118.21,0.177240,Standard,EUR,666.950,Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0249,virtualmachines-0249,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""payments"",""System"":""api-gateway"",""Environment"":""production""}",Data Analytics,110.20,Acme Corp Billing Profile,cc-2087,110.20,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
137.17,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,220.530,GB Seconds,137.17,0.622002,137.17,G019283746,Microsoft,155.38,0.704575,Standard,EUR,220.530,GB Seconds,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0168,sites-0168,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""production""}",Data Analytics,149.52,Acme Corp Billing Profile,cc-2087,149.52,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
63.53,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,273.370,GB Seconds,63.53,0.232396,63.53,G019283746,Microsoft,72.16,0.263965,Standard,EUR,273.370,GB Seconds,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0184,sites-0184,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""event-bus"",""Environment"":""sandbox""}",Data Analytics,69.25,Acme Corp Billing Profile,cc-2087,69.25,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
5.12,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,227.210,100 RU/s Hours,5.12,0.022534,5.12,G019283746,Microsoft,6.19,0.027244,Standard,EUR,227.210,100 RU/s Hours,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0147,databaseaccounts-0147,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""staging""}",Payments Production,5.58,Acme Corp Billing Profile,cc-2087,5.58,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,12.490,Hours,19.73,1.579664,19.73,G019283746,Microsoft,31.83,2.548439,Committed,EUR,12.490,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0909,virtualmachines-0909,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""sandbox""}",Platform Production,0.00,Acme Corp Billing Profile,cc-2087,21.51,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
17.48,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-09 00:00:00,2026-05-08 00:00:00,,,,,,,,798005.790,Hours,17.48,0.000022,17.48,G019283746,Microsoft,0.00,0.000000,Standard,EUR,798005.790,Hours,Microsoft,Datadog,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0529,monitors-0529,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,{},Platform Production,19.05,Acme Corp Billing Profile,cc-2087,19.05,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
109.35,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,551.490,GB Seconds,109.35,0.198281,109.35,G019283746,Microsoft,141.26,0.256142,Standard,EUR,551.490,GB Seconds,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0136,sites-0136,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""staging""}",Development Sandbox,119.19,Acme Corp Billing Profile,cc-2087,119.19,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
